Unit;ADR13;ADR15;ADR16;Ocurrences;Class DeF
org.apache.flink.util.OptionalFailure;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.util.OutputTag;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.Preconditions;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.util.PropertiesUtil;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.ReflectionUtil;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.util.ReflectionUtil$FullTypeInfo;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.ResourceGuard;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.ResourceGuard$Lease;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.SerializableObject;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.SerializedThrowable;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.SerializedValue;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.ShutdownHookUtil;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.SplittableIterator;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.StateMigrationException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.StringBasedID;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.StringUtils;1.0;1.0;0.0;2.0;0.6666666666666666
org.apache.flink.util.StringValueUtils;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.StringValueUtils$WhitespaceTokenizer;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.TraversableOnceException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.UnionIterator;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.WrappingProxyUtil;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.WrappingRuntimeException;1.0;1.0;1.0;3.0;1.0
org.apache.flink.util.XORShiftRandom;1.0;1.0;1.0;3.0;1.0
org.apache.flink.api.common.InvalidProgramException;0.0;1.0;1.0;2.0;0.6666666666666666
org.apache.flink.api.common.operators.BinaryOperatorInformation;0.0;1.0;1.0;2.0;0.6666666666666666
org.apache.flink.api.common.operators.OperatorInformation;0.0;1.0;1.0;2.0;0.6666666666666666
org.apache.flink.api.common.operators.UnaryOperatorInformation;0.0;1.0;1.0;2.0;0.6666666666666666
org.apache.flink.api.common.typeinfo.TypeInformation;0.0;1.0;0.0;1.0;0.3333333333333333
org.apache.flink.api.common.typeutils.TypeComparator;0.0;1.0;0.0;1.0;0.3333333333333333
org.apache.flink.api.common.typeutils.TypeSerializer;0.0;1.0;0.0;1.0;0.3333333333333333
org.apache.flink.api.common.typeutils.base.TypeSerializerSingleton;0.0;1.0;1.0;2.0;0.6666666666666666
Ocurrences;593.0;576.0;449.0
Rule DeF;0.9866888519134775;0.9584026622296173;0.7470881863560732
